,CtrlFemaleFB1,CtrlFemaleFB2,CtrlFemaleFB3,NitoKDFemaleFB1,NitoKDFemaleFB2,NitoKDFemaleFB3,CtrlMaleFB1,CtrlMaleFB2,CtrlMaleFB3,NitoKDMaleFB1,NitoKDMaleFB2,NitoKDMaleFB3
Nrk,137.6242767,139.1339991,192.2214915,96.40348889,93.95231827,92.25319916,80.81493115,120.1406024,219.092073,74.0510356,57.62899417,33.48095417
AGBE,9474.28458,9342.174814,12559.05327,15994.52271,22174.55389,16487.69676,5371.549442,6692.632491,7644.639727,10444.15806,10811.19931,11850.49562
ValRS,13559.43186,10955.68038,16672.59318,4152.11518,5259.523048,4405.09026,8021.826016,9842.719085,10951.5607,3021.282253,2635.085759,2854.691882
FLASH,475.9506235,494.8233357,512.0081546,593.6425369,538.4190547,579.1450836,955.4288589,970.7360673,1193.595356,851.5869094,854.3498386,912.79654
CG4627,453.013244,490.3351421,706.8508482,189.4243992,180.6775351,235.7581756,426.7330477,506.9933421,647.3866462,346.5588466,371.7070124,466.9712029
CG17059,2102.210826,2515.632468,2063.759831,2914.091427,2856.51183,3395.430247,1577.779357,1778.881853,1178.380629,3558.892771,3332.396588,3434.441036
Dp,4639.084993,4055.082846,5305.313165,3590.607139,3918.895737,3620.938067,3134.410881,3452.039975,4331.63286,3034.611439,2698.477652,3319.900929
fsd,623.8967209,857.2449625,731.3154017,756.0063076,695.6085103,786.7147817,765.8536466,782.5157902,702.1596645,817.5234331,852.9091137,886.3642078
CG4676,13.76242767,4.488193521,20.96961725,23.6780499,14.45420281,20.50071092,171.4484988,138.5621614,197.7914548,130.3298227,171.4462577,126.8751948
GstE14,13.76242767,122.3032734,19.22214915,71.03414971,36.13550703,20.50071092,28.70062975,45.65342891,39.55829096,17.77224855,28.81449709,119.8265728
CG4716,910.613964,833.6819465,542.5888464,767.8453326,337.8669907,953.283058,1434.276208,768.8998553,859.6320919,1257.386585,3977.841323,1108.395799
CG10799,38969.46081,43677.9773,30001.40615,12664.37412,9480.150268,14427.37531,44371.92888,31150.85633,13875.83129,10975.8445,16386.80449,9515.639607
CG17047,66.51840039,17.95277408,64.65631986,6.765157115,18.06775351,28.18847752,36.25342706,35.24124337,36.5153455,2.962041424,8.644349126,14.09724386
CG4734,7580.803907,2119.54939,1308.85361,1351.340134,1078.644885,179.3812206,4774.123176,637.54613,141.4969638,3296.752105,1789.380269,4493.496481
CG4714,2.293737945,0,0,33.82578558,3.613550703,10.25035546,1408.596697,1224.633207,1770.23352,801.2322052,1313.941067,874.0291194
CG4712,0,0,1.747468104,0,0,5.125177731,2369.312514,2076.830547,2977.522131,1369.944159,2149.561483,1624.707355
CG4679,2698.582692,2484.215114,4214.893068,1484.951987,1907.954771,1778.436673,1911.612998,2421.233607,3124.344249,1172.968404,1329.789041,1289.897813
Qsox1,7682.875245,7564.850179,6958.417992,9247.969777,10293.19918,9197.131438,6451.599457,6714.257799,5213.326306,6827.505483,6785.814064,6304.992317
Pex13,4980.851947,4745.1426,4363.427857,7810.37389,7704.090098,6949.741003,4762.79398,4511.680088,3546.552931,6543.149506,4922.956827,6047.717617
Fsn,1911.830577,2177.895906,2252.486387,2577.524861,2751.71886,2503.649322,2250.733596,2509.336715,2193.202939,3307.11925,2904.501306,2822.973083
CG30058,0,0,0,0,0,0,0,0,0,0,0,0
Orc3,0,0,0,0,0,0,0,0,0,0,0,0
Kdm4B,297.0390638,258.0711274,249.0142049,252.0021025,301.7314837,335.6991414,287.0062975,263.5083879,405.4724823,239.9253554,204.5829293,185.0263257
CG17724,174.3240838,138.0119508,153.7771932,167.4376386,229.4604696,148.6301542,117.8236379,93.70966987,168.8834729,174.760444,93.64711553,58.15113093
GLaz,91.74951778,40.39374169,97.85821385,64.2689926,14.45420281,35.87624412,86.10188926,68.88061204,82.92026373,118.481657,102.2914647,112.7779509
CG15870,36.69980711,24.68506436,14.85347889,1.691289279,3.613550703,0,18.12671353,13.61593494,7.607363645,23.69633139,4.322174563,7.048621931
TppII,12623.58678,11161.01524,12091.60555,15385.65857,17303.48754,14222.3682,10342.80063,10226.36808,10619.11891,11783.00079,10608.0571,10747.38629
CG13326,2.293737945,2.24409676,0,3.382578558,7.227101405,0,986.3953279,715.2370529,1360.19662,453.1923379,766.4656225,643.1867512
CG3955,2.293737945,6.732290281,6.989872418,3.382578558,18.06775351,15.37553319,404.8299355,404.4733614,486.1105369,225.1151482,439.4210806,359.4797185
Or49b,3.440606917,4.488193521,0,13.53031423,3.613550703,0,3.021118921,0,0,5.924082848,2.881449709,0
bic,75873.4106,82983.33205,101093.651,52868.01157,55227.70216,60815.35896,51426.99684,60713.45389,59173.87812,44842.34512,56287.67933,55162.51523
AspRS,9194.448551,8676.800124,10561.69722,7370.638677,8499.071253,7408.44441,6596.613165,6980.969936,6504.295917,5291.687004,5396.955304,4505.831569
vg,105.5119454,133.5237572,69.89872418,43.97352125,32.52195632,133.254621,55.13542032,102.5199807,47.92639097,71.08899418,69.15479301,14.09724386
sug,5580.664419,6609.987008,8306.589634,3220.214787,4661.480406,3126.358416,5456.896052,6099.137915,3771.730895,4096.50329,1063.254942,3547.218987
Sans,133.0368008,100.9843542,112.7116927,87.9470425,74.0777894,64.06472164,206.9466461,265.1102626,223.6564912,137.7349262,158.479734,133.9238167
CG13321,10465.17937,6454.022283,6427.187688,3708.997388,4271.216931,3872.071776,5382.123359,6171.222276,4293.596041,3840.286706,4559.894164,3799.207221
Drl-2,0,19.07482246,20.96961725,23.6780499,0,0,12.08447569,25.62999518,70.7484819,5.924082848,41.78102077,17.62155483
CG13324,3237.611109,1135.512961,1420.691569,355.1707486,299.9247083,422.8271628,432.7752855,1002.773561,810.9449646,156.9881955,1115.121037,424.6794713
CG13323,22718.32747,14823.38115,14630.6767,7527.92858,8325.620819,8100.343404,9453.836385,11668.85624,7874.382109,7305.875173,9503.021139,7808.110944
Psc,1161.778269,828.0717046,991.6881493,1992.33877,1497.816766,2162.825002,905.5803967,752.080171,867.2394556,1482.501733,1933.452754,1452.016118
Mdr49,4316.814812,2046.616245,1723.003551,6727.948751,4901.781528,7357.192633,2602.693951,2438.854229,2410.012803,4491.93582,2554.405167,3874.979906
CG30487,0,0,5.242404313,0,0,0,2056.626706,1768.469667,1669.055584,2108.973494,2287.871069,2049.386826
SCCRO3,1112.462903,1308.308411,981.2033406,1731.880222,1524.918397,1629.806518,2595.896433,2173.743966,2801.792031,2754.698524,2711.444176,2798.302907
CG17019,3664.246366,2926.302176,3365.623569,2585.981307,3208.833024,2849.598818,2839.851786,2657.510125,2451.092567,2756.179545,1708.699677,2484.639231
Lfg,0,0,0,0,0,0,0,0,0,0,0,0
Balat,0,0,0,0,0,0,0,0,0,0,0,0
CG17574,10907.8708,8759.831704,10478.69249,4733.918691,4836.737616,5196.930219,5728.041475,5921.329823,5459.804888,5115.44554,5310.511813,4726.101005
CG30486,0,0,0,0,0,0,0,0,0,0,0,0
antr,0,2.24409676,2.621202157,10.14773567,9.033876757,10.25035546,10.57391623,3.203749397,7.607363645,8.886124273,8.644349126,21.14586579
Cyp9h1,723.6743215,768.6031404,242.8980665,4492.064325,3579.221971,3590.187001,756.0350101,398.8667999,148.3435911,3092.371247,2210.071927,2396.531456
fra,1539.098161,1698.781248,1168.182428,4877.67828,4740.978522,4458.904626,2759.036855,2047.195865,2088.982057,3967.654488,3253.156721,3813.304465
Cyp301a1,145.6523595,46.00398359,89.12087333,27.06062846,46.97615913,5.125177731,38.51926625,45.65342891,79.11658191,28.13939353,40.34029592,14.09724386
stil,9.174951778,24.68506436,5.242404313,6.765157115,10.84065211,0,525.6746923,503.7895927,719.6566008,442.8251929,595.0193648,569.1762209
ClC-b,4524.398096,4822.563938,3641.72353,9870.364231,10500.97834,9799.339822,4198.600021,3882.944269,2759.190794,6599.428293,6117.317731,5772.821361
lncRNA:CR30055,211.0238909,227.7758212,353.8622911,302.7407809,285.4705055,287.0099529,197.8832894,229.0680819,221.3742821,348.0398673,242.0417755,303.090743
Amph,3441.753786,2352.935453,3642.597264,2098.889995,2643.312339,1847.626572,2725.049267,2800.076973,3456.78604,2671.761365,1989.641024,1931.322409
Galphaq,1434.733084,1292.599734,1244.19729,2768.640549,3259.422734,2867.536941,1010.564279,1129.321662,1057.423547,2704.34382,2054.473642,1850.263257
CG30054,215.6113668,240.1183534,224.5496514,267.2237061,211.3927161,358.7624412,201.659688,183.414653,191.7055639,269.5457696,198.8200299,239.6531456
CG17760,149.0929664,254.7049823,86.49967117,194.4982671,110.2132964,87.12802143,138.2161907,129.7518506,68.46627281,133.2918641,178.6498819,103.9671735
spt4,954.1949849,1347.580105,1557.867815,855.7923751,1000.953545,1227.480067,800.5965142,1064.445737,947.8775102,1118.170638,906.2159334,1115.444421
Iswi,3008.237314,3012.699901,3311.452058,2212.206377,2437.339949,2239.702668,4454.63985,3984.663313,6320.958453,3056.82675,2911.704931,3700.526514
ZnT49B,1917.564922,1971.439004,2228.895567,1747.101825,1906.147996,1801.499972,1754.514814,1859.776525,2084.417639,1799.440165,1757.684322,1822.068769
CG8646,61.9309245,44.88193521,42.81296856,40.59094269,21.68130422,25.62588866,95.16524603,54.46373975,96.6135183,65.16491133,43.22174563,35.24310965
CG13148,52.75597272,35.90554817,84.75220306,0,14.45420281,10.25035546,215.2547232,209.0446482,324.8344277,191.0516719,193.0571305,156.831838
wuc,0,0,0,6.765157115,10.84065211,10.25035546,989.4164468,1001.972624,1150.233383,974.5116286,1277.922946,1600.037178
mRpL18,1563.182409,1736.930893,2363.450611,891.3094499,975.6586897,1178.790878,1059.657462,1405.645048,1454.527929,801.2322052,1148.257709,1346.286789
Dgkepsilon,2220.33833,2100.474568,1923.962383,2315.375023,2162.710096,1968.068249,2615.533706,2364.367055,2090.50353,2569.570935,2078.965965,2044.10036
CG12374,2001.286357,262.559321,47.18163882,40.59094269,52.39648519,66.6273105,44.56150409,20.82437108,12.9325182,44.43062136,25.93304738,28.19448772
sca,83.72143498,118.9371283,98.7319479,93.02091034,102.986195,28.18847752,37.76398652,80.09373493,187.901882,20.73428997,28.81449709,42.29173158
CG17580,2.293737945,0,0,0,0,0,447.8808801,352.4124337,590.3314189,361.3690537,520.1016724,405.295761
ox,5949.956228,6459.632525,8012.141259,4138.584865,5046.323556,5840.140025,3813.407359,4957.802192,4944.786369,4084.655124,4705.407374,5612.465212
Taz,1079.203703,796.6543499,1134.1068,302.7407809,406.524454,284.4473641,1271.891066,1225.434144,1411.926693,662.0162583,969.6078269,766.537635
Mos,6.881213834,8.976387042,10.48480863,10.14773567,0,0,11.32919596,6.407498794,1.521472729,2.962041424,12.96652369,0
CG8768,599.8124725,499.3115292,585.401815,610.5554297,469.7615913,758.5263042,572.5020356,578.2767662,486.1105369,626.4717612,765.0248976,459.922581
Obp49a,490.8599201,300.7089659,97.85821385,5779.135466,5763.613371,6168.151399,699.3890303,281.1290096,71.50921827,1112.246555,2740.258673,1217.649439
CG30053,0,2.24409676,6.989872418,3.382578558,7.227101405,20.50071092,4.531678382,5.606561445,0,2.962041424,5.762899417,0
Nup188,1978.348977,1651.655216,2238.506642,1023.230014,1393.023796,925.0945804,1374.609109,1372.005679,2206.896194,833.8146609,881.7236108,801.7807446
CG8778,2807.535244,2708.62479,3549.981454,3593.989718,3703.88947,4768.977879,2093.635413,2308.301441,2435.117103,3403.385596,3212.816425,3503.1651
CG8785,485.1255753,287.2443853,175.6205445,99.78606745,158.9962309,69.18989937,299.0907732,205.0399614,172.6871547,155.5071748,161.3611837,163.8804599
muskelin,969.1042816,1030.040413,771.5071681,2354.274676,2287.377595,2055.19627,1036.99907,891.4432697,788.88361,1792.035062,1419.113981,1481.972761
Sin3A,6791.758054,5991.73835,7512.365381,8749.039439,8600.250672,7264.939434,5697.075006,5817.207968,6101.86638,7002.265927,5039.65554,6403.673024
Ak6,573.4344861,760.7488018,996.0568195,179.2766636,240.3011217,235.7581756,574.7678748,534.225212,658.7976917,353.9639502,377.4699118,385.9120507
CG17739,52.75597272,68.44495119,34.94936209,811.8188538,809.4353574,917.4068139,114.802519,92.10779517,39.55829096,565.749912,455.269054,540.9817332
CG30203,2.293737945,19.07482246,15.72721294,54.12125692,34.32873168,41.00142185,15.86087434,25.62999518,22.82209094,35.54449709,36.01812136,52.86466448
CG30046,3143.567853,4044.984411,2982.05432,9390.038076,7760.100134,7680.07883,4533.188942,3873.333021,2273.080257,10623.36157,8889.272351,7448.631225
CG8490,893.4109294,934.6663007,864.9967117,887.9268714,773.2998504,832.8413813,923.7071102,926.6845131,822.3560101,1072.258996,1275.041496,1207.076506
tRNA:His-GTG-1-4,2.293737945,2.24409676,0,0,0,0,0,3.203749397,0,2.962041424,5.762899417,0
tRNA:His-GTG-2-1Psi,0,0,0,0,0,0,0,1.601874699,0,0,0,0
Den1,1139.987758,1373.387217,1251.187163,2251.10603,2363.26216,2370.394701,2506.018145,2454.072038,2586.503639,3416.714783,3620.541559,3536.646054
CG30047,868.179812,423.0122393,73.39366039,8.456446394,370.388947,143.5049765,49.8484622,97.71435661,91.28836374,48.8736835,23.05159767,28.19448772
CG30049,255.7517808,84.15362851,34.94936209,3.382578558,43.36260843,0,64.19877708,53.6628024,48.68712733,7.40510356,30.25522194,10.5729329
CG30043,526.4128583,491.4571905,55.04524529,27.06062846,269.2095273,46.12659958,92.89940684,67.27873734,205.3988184,63.68389062,76.35841728,10.5729329
CR33013,763.8147355,329.8822238,193.9689596,343.3317236,413.7515555,543.2688395,302.8671719,277.9252602,132.3681274,389.5084473,96.52856524,227.3180573
CG33012,1657.225665,702.402286,497.1546757,613.9380082,890.7402482,771.3392485,535.4933288,649.5601903,438.9448823,622.0286991,293.9078703,378.8634288
CG13160,1318.899318,324.2719819,332.8926739,20.29547135,453.5006132,333.1365525,62.68821762,178.6090289,170.4049457,41.46857994,20.17014796,35.24310965
CG13159,6.881213834,8.976387042,4.368670261,20.29547135,5.420326054,12.81294433,13.59503515,1.601874699,2.282209094,0,11.52579883,3.524310965
Cpr49Aa,0,2.24409676,1.747468104,6.765157115,3.613550703,0,0,0,3.042945458,2.962041424,2.881449709,0
Cpr49Ab,0,0,0,0,0,0,0,0,0,2.962041424,5.762899417,0
CG8501,2812.12272,4057.326943,2077.739576,5187.184218,4108.607149,4235.959395,2928.974794,2435.650479,1381.497238,4934.761013,5350.852109,4412.437329
Cpr49Ac,105489.0081,157340.3562,77070.33328,464360.3844,366627.2407,479896.0168,193056.2966,132293.2248,77710.74111,676820.5413,631733.3563,599471.198
Or49a,2.293737945,4.488193521,0,6.765157115,5.420326054,0,0,0,0,5.924082848,11.52579883,1.762155483
Cpr49Ae,90.60264881,20.19687084,135.4287781,6.765157115,19.87452886,61.50213277,13.59503515,24.02812048,101.9386728,2.962041424,8.644349126,8.810777413
Cpr49Af,145.6523595,63.95675767,218.4335131,33.82578558,0,35.87624412,86.10188926,16.01874699,99.65646375,0,14.40724854,19.38371031
Cpr49Ag,404.8447472,89.76387042,745.2951465,104.8599353,28.90840562,56.37695504,112.5366798,119.339665,252.564473,35.54449709,70.59551786,28.19448772
CG30050,0,0,0,0,0,15.37553319,0,0,0,0,0,0
Cpr49Ah,76.84022114,78.54338661,82.13100091,35.51707486,28.90840562,33.31365525,47.58262301,60.87123854,79.11658191,28.13939353,36.01812136,12.33508838
CG13157,0,2.24409676,0,0,0,0,1.510559461,0,6.085890916,0,0,0
CG8520,1495.51714,1432.855782,2154.628173,1194.050231,1327.979883,1370.985043,1948.621704,1972.708691,2435.117103,1603.945431,2345.500063,1654.663998
Dera,6601.377804,7288.826278,8074.176376,14709.14286,15679.1965,14714.38527,6769.572223,7522.403584,5802.136252,11735.60812,10927.89802,10884.83442
Tmem18,344.0606917,419.6460942,440.3619623,414.3658733,457.1141639,558.6443727,410.8721733,410.8808602,365.9141913,540.5725599,551.7976192,481.0684468
Lac,4621.881958,5385.832225,3863.651979,9814.551685,11288.7324,9886.467843,2762.057974,3207.754084,2682.356421,3668.488304,4015.300169,3820.353086
CG8545,7544.1041,6897.231393,11819.87426,1243.09762,1739.924663,1570.866975,3799.812323,5413.535544,7222.431045,1141.866969,1142.494809,1510.167249
Nepl10,17615.90741,17569.03354,19063.12955,28569.2585,33035.08052,30141.17024,13182.65241,16200.55976,14856.42046,25107.74413,22612.17659,22936.21576
Dh44-R2,1175.540697,775.3354307,1122.748257,1439.287176,1474.328687,886.6557475,1077.784175,882.6329589,858.1106192,1110.765534,910.5381079,1030.860957
s-cup,2.293737945,4.488193521,6.989872418,0,0,0,67.97517573,58.4684265,80.63805464,45.91164207,51.86609475,61.67544189
CG13151,520.6785134,503.7997227,498.9021438,559.8167513,585.3952138,517.6429508,535.4933288,536.628024,456.4418187,545.015622,507.1351487,588.5599312
CG8569,977.1323644,898.7607525,864.9967117,1146.694131,1152.722674,1119.851334,1076.273616,1119.710414,1157.840747,1165.5633,1220.293952,1263.465481
CG8818,3182.561398,3179.885109,3409.310272,2200.367352,2513.224514,2416.5213,2555.111328,2990.700062,2619.976039,2462.937444,2663.900256,2019.430183
achi,276.3954223,333.2483689,368.71577,273.9888632,301.7314837,276.7595975,1082.315854,1108.497291,1713.178293,912.3087586,1080.543641,1006.190781
vis,114.6868972,164.9411119,108.3430225,50.73867837,79.49811546,71.75248823,1599.682469,1834.14653,2619.976039,1430.666008,1903.197533,1506.642938
fdl,3130.952294,2971.184111,3205.730238,3335.222458,3752.672405,2941.852018,2724.293987,2691.950431,2848.196949,3179.751469,2342.618613,2789.492129
dgt5,108.9525524,150.3544829,117.954097,118.3902495,140.9284774,71.75248823,364.04483,346.8058722,450.3559278,231.0392311,267.9748229,292.5178101
CG30334,6.881213834,6.732290281,20.96961725,15.22160351,21.68130422,10.25035546,335.3442003,313.9674409,285.2761367,225.1151482,367.3848378,303.090743
DUBAI,3616.07787,3080.022804,2862.352755,3922.099838,4357.942147,3718.316444,5339.072414,4744.752857,6366.602635,4521.556234,4692.44085,4622.133831
Nup54,973.6917575,1072.678251,1408.459292,646.0725045,854.6047412,684.2112271,1599.682469,1563.429706,2107.23973,1282.563937,1406.147458,1487.259227
CG13154,0,2.24409676,0,0,0,0,0,0.800937349,13.69325456,0,5.762899417,0
CG8834,2.293737945,4.488193521,3.494936209,13.53031423,10.84065211,0,15.10559461,11.21312289,10.6503091,5.924082848,11.52579883,3.524310965
Cpr49Ad,0,0,0,11.83902495,0,0,0,0,0,7.40510356,8.644349126,0
CG13155,4.587475889,4.488193521,1.747468104,50.73867837,56.01003589,92.25319916,12.08447569,8.009373493,6.085890916,45.91164207,92.20639068,33.48095417
CG8839,12058.18037,11162.13729,8439.39721,14020.78812,11738.61946,12359.3661,14582.94103,11764.16779,9332.71372,15029.39819,12652.44567,11378.23795
tRNA:His-GTG-1-3,0,0,0,0,0,0,0,0,1.521472729,0,0,0
tRNA:His-GTG-1-2,0,0,0,0,0,0,0,1.601874699,0,0,0,0
tRNA:His-GTG-1-1,0,0,0,0,0,0,0,0,0,0,0,0
CG8841,1035.622682,889.7843655,1089.546363,827.0404574,1024.441624,686.773816,869.3269697,972.337942,1208.049347,771.611791,767.9063473,643.1867512
CG8850,44.72788992,46.00398359,55.04524529,128.5379852,79.49811546,117.8790878,166.9168204,76.08904818,57.8159637,167.3553405,53.30681961,81.0591522
CG8321,487.4193132,504.9217711,329.3977377,588.568669,435.4328597,571.457317,462.231195,433.307106,299.7301276,454.6733586,619.5116874,385.9120507
Drep1,145.6523595,198.6025633,116.2066289,147.1421673,83.11166616,120.4416767,120.8447569,114.5340409,108.7853001,159.9502369,112.3765386,59.91328641
Drep3,0,0,6.989872418,0,10.84065211,10.25035546,47.58262301,39.24593011,69.98774554,25.17735211,79.23986699,19.38371031
CG13186,0,0,0,0,0,0,917.6648724,917.0732649,763.0185736,774.5738324,1388.85876,766.537635
CG18343,9390.563145,11444.89348,8710.254766,11380.68556,10531.69352,12487.49554,8195.540354,7730.647295,4311.853714,9767.331596,10579.24261,11004.66099
